step,loss,iter_time_sec,global_tokens_per_sec,cuda_memory_allocated_bytes,cuda_peak_memory_allocated_bytes,cuda_peak_memory_reserved_bytes
94,7.0013575554,7.501362,1092.068,3468972032,11295769600,13193183232
95,7.0857276917,7.529137,1088.040,3468972032,11295769600,13193183232
96,7.2278261185,7.472052,1096.352,3468972032,11295769600,13193183232
97,6.9552049637,7.524214,1088.752,3468972032,11295769600,13193183232
98,6.7255239487,7.461485,1097.905,3468972032,11295769600,13193183232
99,6.6992878914,7.556556,1084.092,3468972032,11295769600,13193183232
100,6.8239431381,7.530149,1087.894,3468972032,11295769600,13193183232
101,6.8161821365,7.556491,1084.101,3468972032,11295769600,13193183232
102,6.8257322311,7.488725,1093.911,3468972032,11295769600,13193183232
103,6.6454820633,7.530846,1087.793,3468972032,11295769600,13193183232
104,6.3695688248,7.493797,1093.171,3468972032,11295769600,13193183232
105,7.0262107849,7.511897,1090.537,3468972032,11295769600,13193183232
106,6.6102709770,7.438686,1101.270,3468972032,11295769600,13193183232
107,6.6309089661,7.544694,1085.796,3468972032,11295769600,13193183232
108,6.5112338066,7.505280,1091.498,3468972032,11295769600,13193183232
109,6.7198967934,7.541145,1086.307,3468972032,11295769600,13193183232
110,6.6267786026,7.475356,1095.868,3468972032,11295769600,13193183232
111,6.7649183273,7.558440,1083.821,3468972032,11295769600,13193183232
112,6.3640985489,7.483455,1094.682,3468972032,11295769600,13193183232
113,6.6293101311,7.477147,1095.605,3468972032,11295769600,13193183232
114,7.0762720108,7.443688,1100.530,3468972032,11295769600,13193183232
115,7.0248308182,7.538783,1086.648,3468972032,11295769600,13193183232
116,6.9193229675,7.388649,1108.728,3468972032,11295769600,13193183232
117,6.8313546181,7.401780,1106.761,3468972032,11295769600,13193183232
118,6.5625133514,7.490269,1093.686,3468972032,11295769600,13193183232
119,6.6136298180,7.538676,1086.663,3468972032,11295769600,13193183232
120,6.7243914604,7.524235,1088.749,3468972032,11295769600,13193183232
121,6.9191403389,7.523411,1088.868,3468972032,11295769600,13193183232
122,6.8991780281,7.500054,1092.259,3468972032,11295769600,13193183232
123,6.7125043869,7.535705,1087.091,3468972032,11295769600,13193183232
124,6.3459739685,7.540790,1086.358,3468972032,11295769600,13193183232
125,6.7909288406,7.534170,1087.313,3468972032,11295769600,13193183232
126,6.7297611237,7.164329,1143.443,3468972032,11295769600,13193183232
127,6.6656413078,7.493768,1093.175,3468972032,11295769600,13193183232
128,6.8499870300,7.507648,1091.154,3468972032,11295769600,13193183232
129,6.6948518753,7.516616,1089.852,3468972032,11295769600,13193183232
130,6.3567481041,7.484289,1094.560,3468972032,11295769600,13193183232
131,6.6759972572,7.568040,1082.447,3468972032,11295769600,13193183232
132,6.7858438492,7.510878,1090.685,3468972032,11295769600,13193183232
133,6.5401587486,7.503011,1091.828,3468972032,11295769600,13193183232
134,6.7036800385,7.465723,1097.282,3468972032,11295769600,13193183232
135,6.8103332520,7.583940,1080.177,3468972032,11295769600,13193183232
136,6.3972144127,7.483983,1094.604,3468972032,11295769600,13193183232
137,6.3752417564,7.552279,1084.706,3468972032,11295769600,13193183232
138,6.5222067833,7.487530,1094.086,3468972032,11295769600,13193183232
139,6.7879009247,7.539178,1086.591,3468972032,11295769600,13193183232
140,6.6075229645,7.534557,1087.257,3468972032,11295769600,13193183232
141,6.7307748795,7.537628,1086.814,3468972032,11295769600,13193183232
142,6.5598425865,7.483417,1094.687,3468972032,11295769600,13193183232
143,6.6266365051,7.545106,1085.737,3468972032,11295769600,13193183232
144,6.3058547974,7.515465,1090.019,3468972032,11295769600,13193183232
145,6.7492790222,7.501860,1091.996,3468972032,11295769600,13193183232
146,6.6772341728,7.437336,1101.470,3468972032,11295769600,13193183232
147,6.5840845108,7.525676,1088.540,3468972032,11295769600,13193183232
148,6.4080476761,7.535353,1087.142,3468972032,11295769600,13193183232
149,6.3130683899,7.523368,1088.874,3468972032,11295769600,13193183232
150,6.1176328659,7.418801,1104.222,3468972032,11295769600,13193183232
151,6.4359641075,7.543178,1086.014,3468972032,11295769600,13193183232
152,6.5009489059,7.515082,1090.075,3468972032,11295769600,13193183232
153,7.0065069199,7.521451,1089.152,3468972032,11295769600,13193183232
154,6.6125216484,7.505469,1091.471,3468972032,11295769600,13193183232
155,6.7419338226,7.538004,1086.760,3468972032,11295769600,13193183232
156,6.6216826439,7.496355,1092.798,3468972032,11295769600,13193183232
157,6.6981301308,7.498587,1092.473,3468972032,11295769600,13193183232
158,6.8416318893,7.471883,1096.377,3468972032,11295769600,13193183232
159,6.3957743645,7.514218,1090.200,3468972032,11295769600,13193183232
160,6.4034161568,6.985703,1172.681,3468972032,11295769600,13193183232
161,6.4873394966,7.326756,1118.094,3468972032,11295769600,13193183232
162,6.4173512459,7.586082,1079.872,3468972032,11295769600,13193183232
163,6.6933693886,7.564333,1082.977,3468972032,11295769600,13193183232
164,6.3452544212,7.509019,1090.955,3468972032,11295769600,13193183232
165,6.6334891319,7.529527,1087.983,3468972032,11295769600,13193183232
166,6.2914175987,7.513181,1090.350,3468972032,11295769600,13193183232
167,6.5448265076,7.552944,1084.610,3468972032,11295769600,13193183232
168,6.4420542717,7.508860,1090.978,3468972032,11295769600,13193183232
169,6.4175977707,7.513288,1090.335,3468972032,11295769600,13193183232
170,6.3832650185,7.518611,1089.563,3468972032,11295769600,13193183232
171,6.2594461441,7.516057,1089.933,3468972032,11295769600,13193183232
172,5.9296283722,7.529685,1087.960,3468972032,11295769600,13193183232
173,6.4954042435,7.503517,1091.755,3468972032,11295769600,13193183232
174,6.4834671021,7.455422,1098.798,3468972032,11295769600,13193183232
175,6.3854160309,7.542127,1086.166,3468972032,11295769600,13193183232
176,6.8450865746,7.518982,1089.509,3468972032,11295769600,13193183232
177,6.6030611992,7.517841,1089.674,3468972032,11295769600,13193183232
178,6.5204916000,7.493822,1093.167,3468972032,11295769600,13193183232
179,6.6915884018,7.566729,1082.634,3468972032,11295769600,13193183232
180,6.4406661987,7.513454,1090.311,3468972032,11295769600,13193183232
181,6.3031597137,7.559387,1083.686,3468972032,11295769600,13193183232
182,6.2602806091,7.485240,1094.420,3468972032,11295769600,13193183232
183,6.3124918938,7.535430,1087.131,3468972032,11295769600,13193183232
184,6.3613147736,7.539014,1086.614,3468972032,11295769600,13193183232
185,6.5631628036,7.550903,1084.903,3468972032,11295769600,13193183232
186,6.3260650635,7.445216,1100.304,3468972032,11295769600,13193183232
187,6.3598613739,7.553493,1084.531,3468972032,11295769600,13193183232
188,6.4843215942,7.492914,1093.300,3468972032,11295769600,13193183232
189,6.4615020752,7.528567,1088.122,3468972032,11295769600,13193183232
190,6.2393312454,7.275615,1125.953,3468972032,11295769600,13193183232
191,6.2714457512,7.551101,1084.875,3468972032,11295769600,13193183232
192,6.1934432983,7.546497,1085.537,3468972032,11295769600,13193183232
193,6.5497360229,7.559971,1083.602,3468972032,11295769600,13193183232
194,6.4152154922,7.472523,1096.283,3468972032,11295769600,13193183232
195,6.6144742966,7.261479,1128.145,3468972032,11295769600,13193183232
196,6.4679145813,7.521292,1089.175,3468972032,11295769600,13193183232
197,6.5879564285,7.552761,1084.636,3468972032,11295769600,13193183232
198,6.6061544418,7.526930,1088.359,3468972032,11295769600,13193183232
199,6.3589611053,7.565571,1082.800,3468972032,11295769600,13193183232
200,6.6458430290,7.520336,1089.313,3468972032,11295769600,13193183232
201,6.6289863586,7.554316,1084.413,3468972032,11295769600,13193183232
202,6.4725289345,7.515327,1090.039,3468972032,11295769600,13193183232
203,6.6356921196,7.566625,1082.649,3468972032,11295769600,13193183232
204,5.9964809418,7.525162,1088.614,3468972032,11295769600,13193183232
205,6.0674548149,7.501879,1091.993,3468972032,11295769600,13193183232
206,6.6489763260,7.375068,1110.769,3468972032,11295769600,13193183232
207,6.5597534180,7.570488,1082.097,3468972032,11295769600,13193183232
208,6.0043044090,7.541753,1086.220,3468972032,11295769600,13193183232
209,6.0811948776,7.533911,1087.350,3468972032,11295769600,13193183232
210,6.2524623871,7.500418,1092.206,3468972032,11295769600,13193183232
211,6.4952721596,7.559110,1083.725,3468972032,11295769600,13193183232
212,6.2521882057,7.509711,1090.854,3468972032,11295769600,13193183232
213,6.3016490936,7.556562,1084.091,3468972032,11295769600,13193183232
214,6.4082174301,7.501018,1092.118,3468972032,11295769600,13193183232
215,6.3493533134,7.542464,1086.117,3468972032,11295769600,13193183232
216,6.1179561615,7.501469,1092.053,3468972032,11295769600,13193183232
217,6.2158789635,7.528277,1088.164,3468972032,11295769600,13193183232
218,6.6129136086,7.520994,1089.218,3468972032,11295769600,13193183232
219,6.2437515259,7.536754,1086.940,3468972032,11295769600,13193183232
220,6.5594148636,7.545262,1085.714,3468972032,11295769600,13193183232
221,6.3530526161,7.547613,1085.376,3468972032,11295769600,13193183232
222,6.3170070648,7.459710,1098.166,3468972032,11295769600,13193183232
223,6.4828300476,7.554633,1084.368,3468972032,11295769600,13193183232
224,6.0407371521,7.512383,1090.466,3468972032,11295769600,13193183232
225,6.0171084404,7.565018,1082.879,3468972032,11295769600,13193183232
226,6.3300876617,7.468296,1096.903,3468972032,11295769600,13193183232
227,6.2750277519,7.555262,1084.277,3468972032,11295769600,13193183232
228,6.2922792435,7.543139,1086.020,3468972032,11295769600,13193183232
229,6.4260234833,7.328435,1117.838,3468972032,11295769600,13193183232
230,6.3672332764,7.013041,1168.110,3468972032,11295769600,13193183232
231,6.4753103256,7.863794,1041.736,3468972032,11295769600,13193183232
232,6.3138060570,7.415821,1104.665,3468972032,11295769600,13193183232
233,6.1491227150,7.566995,1082.596,3468972032,11295769600,13193183232
234,6.3781747818,7.453489,1099.083,3468972032,11295769600,13193183232
235,6.3543405533,7.561564,1083.374,3468972032,11295769600,13193183232
236,6.2688465118,7.530621,1087.825,3468972032,11295769600,13193183232
237,6.6090579033,7.526801,1088.377,3468972032,11295769600,13193183232
238,6.7160720825,7.505620,1091.449,3468972032,11295769600,13193183232
239,6.0823974609,7.555647,1084.222,3468972032,11295769600,13193183232
240,6.5017113686,7.515603,1089.999,3468972032,11295769600,13193183232
241,6.3896484375,7.537699,1086.804,3468972032,11295769600,13193183232
242,6.3884844780,7.453088,1099.142,3468972032,11295769600,13193183232
243,6.4249200821,7.544827,1085.777,3468972032,11295769600,13193183232
244,6.4895110130,7.532754,1087.517,3468972032,11295769600,13193183232
245,6.1379146576,7.535646,1087.100,3468972032,11295769600,13193183232
246,6.2042417526,7.496603,1092.762,3468972032,11295769600,13193183232
247,6.7147283554,7.548095,1085.307,3468972032,11295769600,13193183232
248,6.5908017159,7.526755,1088.384,3468972032,11295769600,13193183232
249,6.3771104813,7.539797,1086.501,3468972032,11295769600,13193183232
250,6.3740053177,7.466906,1097.108,3468972032,11295769600,13193183232
251,6.3786029816,7.562958,1083.174,3468972032,11295769600,13193183232
252,6.2122712135,7.512183,1090.495,3468972032,11295769600,13193183232
253,6.1058015823,7.533803,1087.366,3468972032,11295769600,13193183232
254,5.9744071960,7.512090,1090.509,3468972032,11295769600,13193183232
255,5.9873905182,7.562820,1083.194,3468972032,11295769600,13193183232
256,6.2013244629,7.519639,1089.414,3468972032,11295769600,13193183232
257,6.0393776894,7.518558,1089.571,3468972032,11295769600,13193183232
258,6.4720258713,7.488392,1093.960,3468972032,11295769600,13193183232
259,6.3317446709,7.552019,1084.743,3468972032,11295769600,13193183232
260,5.9202685356,7.521523,1089.141,3468972032,11295769600,13193183232
261,6.2715854645,7.502376,1091.921,3468972032,11295769600,13193183232
262,6.3188486099,7.519677,1089.408,3468972032,11295769600,13193183232
263,6.2539911270,11.569921,708.043,3468972032,11295769600,13193183232
264,6.3456954956,7.483260,1094.710,3468972032,11295769600,13193183232
265,6.3161354065,7.440840,1100.951,3468972032,11295769600,13193183232
266,6.4197387695,7.368150,1111.812,3468972032,11295769600,13193183232
267,6.1363620758,7.432051,1102.253,3468972032,11295769600,13193183232
268,6.6298093796,7.514016,1090.229,3468972032,11295769600,13193183232
269,6.1763720512,7.544266,1085.858,3468972032,11295769600,13193183232
270,6.2579984665,7.492833,1093.311,3468972032,11295769600,13193183232
271,6.4471287727,7.535846,1087.071,3468972032,11295769600,13193183232
272,6.1937747002,7.242901,1131.039,3468972032,11295769600,13193183232
273,5.7294716835,7.558914,1083.754,3468972032,11295769600,13193183232
274,6.1864705086,7.519110,1089.491,3468972032,11295769600,13193183232
275,6.4624052048,7.533055,1087.474,3468972032,11295769600,13193183232
276,6.6294074059,7.504817,1091.566,3468972032,11295769600,13193183232
277,6.3655004501,7.554602,1084.372,3468972032,11295769600,13193183232
278,6.2997636795,7.512920,1090.388,3468972032,11295769600,13193183232
279,6.4371433258,7.530551,1087.835,3468972032,11295769600,13193183232
280,6.2041316032,7.522933,1088.937,3468972032,11295769600,13193183232
281,6.3873682022,7.506399,1091.336,3468972032,11295769600,13193183232
282,5.9014978409,7.537924,1086.771,3468972032,11295769600,13193183232
283,6.2682666779,7.497300,1092.660,3468972032,11295769600,13193183232
284,6.2364902496,7.416241,1104.603,3468972032,11295769600,13193183232
285,6.3217778206,7.306638,1121.172,3468972032,11295769600,13193183232
286,6.4694423676,7.545873,1085.627,3468972032,11295769600,13193183232
287,6.5753946304,7.519761,1089.396,3468972032,11295769600,13193183232
288,6.1467003822,7.487180,1094.137,3468972032,11295769600,13193183232
289,6.4080467224,7.517255,1089.759,3468972032,11295769600,13193183232
290,6.2154541016,7.535598,1087.107,3468972032,11295769600,13193183232
291,6.4342346191,7.562678,1083.214,3468972032,11295769600,13193183232
292,6.4898791313,7.541152,1086.306,3468972032,11295769600,13193183232
293,6.0957322121,7.527617,1088.259,3468972032,11295769600,13193183232
294,6.1878271103,7.519250,1089.470,3468972032,11295769600,13193183232
295,6.0376906395,7.498305,1092.514,3468972032,11295769600,13193183232
296,5.9584569931,7.528990,1088.061,3468972032,11295769600,13193183232
297,5.8375744820,7.548208,1085.291,3468972032,11295769600,13193183232
298,6.0092062950,7.390931,1108.385,3468972032,11295769600,13193183232
299,6.2049016953,6.990647,1171.852,3468972032,11295769600,13193183232
300,6.1794438362,7.825555,1046.827,3468972032,11295769600,13193183232
301,5.9236564636,7.495957,1092.856,3468972032,11295769600,13193183232
302,6.2129878998,7.544123,1085.878,3468972032,11295769600,13193183232
303,5.9984855652,7.557710,1083.926,3468972032,11295769600,13193183232
304,6.0559172630,7.503078,1091.819,3468972032,11295769600,13193183232
305,5.8379507065,7.445437,1100.271,3468972032,11295769600,13193183232
306,6.0342712402,7.493864,1093.161,3468972032,11295769600,13193183232
307,5.8569817543,7.571813,1081.907,3468972032,11295769600,13193183232
308,5.8350515366,7.529737,1087.953,3468972032,11295769600,13193183232
309,5.8252158165,10.882065,752.798,3468972032,11295769600,13193183232
310,6.3217811584,7.530819,1087.797,3468972032,11295769600,13193183232
311,5.8253974915,7.484591,1094.515,3468972032,11295769600,13193183232
312,5.7673101425,7.526987,1088.350,3468972032,11295769600,13193183232
313,5.7237215042,7.535746,1087.086,3468972032,11295769600,13193183232
314,5.7820310593,7.544259,1085.859,3468972032,11295769600,13193183232
315,5.7682704926,7.522212,1089.041,3468972032,11295769600,13193183232
316,6.2041249275,7.504777,1091.571,3468972032,11295769600,13193183232
317,5.6800360680,7.470920,1096.518,3468972032,11295769600,13193183232
318,5.7740244865,7.531321,1087.724,3468972032,11295769600,13193183232
319,5.9707927704,7.511433,1090.604,3468972032,11295769600,13193183232
320,5.6959004402,7.526822,1088.374,3468972032,11295769600,13193183232
321,6.0990481377,7.535741,1087.086,3468972032,11295769600,13193183232
322,5.7463965416,7.527393,1088.292,3468972032,11295769600,13193183232
323,5.4160656929,7.504937,1091.548,3468972032,11295769600,13193183232
324,5.5708599091,7.489795,1093.755,3468972032,11295769600,13193183232
325,5.8266954422,7.519412,1089.447,3468972032,11295769600,13193183232
326,5.9155035019,7.526034,1088.488,3468972032,11295769600,13193183232
327,5.9802350998,7.543434,1085.978,3468972032,11295769600,13193183232
328,5.6284885406,7.504772,1091.572,3468972032,11295769600,13193183232
329,5.6282906532,7.509355,1090.906,3468972032,11295769600,13193183232
330,5.7717103958,7.539445,1086.552,3468972032,11295769600,13193183232
331,6.0119209290,7.542321,1086.138,3468972032,11295769600,13193183232
332,5.9104895592,7.519373,1089.452,3468972032,11295769600,13193183232
333,5.8183031082,7.501403,1092.062,3468972032,11295769600,13193183232
334,5.7857737541,7.497654,1092.608,3468972032,11295769600,13193183232
335,5.8132705688,7.507183,1091.222,3468972032,11295769600,13193183232
336,5.9931092262,7.514567,1090.149,3468972032,11295769600,13193183232
337,5.9497218132,7.517098,1089.782,3468972032,11295769600,13193183232
338,5.5812988281,7.527820,1088.230,3468972032,11295769600,13193183232
339,5.6525287628,7.555091,1084.302,3468972032,11295769600,13193183232
340,6.0184903145,7.475249,1095.883,3468972032,11295769600,13193183232
341,5.8345975876,7.391244,1108.338,3468972032,11295769600,13193183232
342,6.1264200211,7.475351,1095.868,3468972032,11295769600,13193183232
343,5.5119323730,7.535463,1087.126,3468972032,11295769600,13193183232
344,5.8679103851,7.492827,1093.312,3468972032,11295769600,13193183232
345,5.8369426727,7.481253,1095.004,3468972032,11295769600,13193183232
346,5.9702959061,7.543592,1085.955,3468972032,11295769600,13193183232
347,5.7189807892,7.535833,1087.073,3468972032,11295769600,13193183232
348,5.7638998032,7.521843,1089.095,3468972032,11295769600,13193183232
349,5.5407609940,7.488204,1093.987,3468972032,11295769600,13193183232
350,5.9664616585,7.428471,1102.784,3468972032,11295769600,13193183232
351,5.5649271011,7.529764,1087.949,3468972032,11295769600,13193183232
352,5.5311689377,7.521173,1089.192,3468972032,11295769600,13193183232
353,5.6236457825,7.536260,1087.011,3468972032,11295769600,13193183232
354,5.6363582611,7.523291,1088.885,3468972032,11295769600,13193183232
355,5.7141575813,7.547282,1085.424,3468972032,11295769600,13193183232
356,5.4052305222,7.499012,1092.411,3468972032,11295769600,13193183232
357,5.6579642296,7.470940,1096.515,3468972032,11295769600,13193183232
358,5.6570940018,7.503127,1091.812,3468972032,11295769600,13193183232
359,5.5551056862,7.527016,1088.346,3468972032,11295769600,13193183232
360,5.6065158844,7.510799,1090.696,3468972032,11295769600,13193183232
361,5.4135799408,7.516702,1089.840,3468972032,11295769600,13193183232
362,5.4991364479,7.539970,1086.476,3468972032,11295769600,13193183232
363,5.4775338173,7.492738,1093.325,3468972032,11295769600,13193183232
364,5.2563543320,7.489166,1093.847,3468972032,11295769600,13193183232
365,5.0756435394,7.508306,1091.058,3468972032,11295769600,13193183232
366,5.4180135727,7.528769,1088.093,3468972032,11295769600,13193183232
367,5.3348760605,7.443218,1100.599,3468972032,11295769600,13193183232
368,5.6825747490,7.067777,1159.063,3468972032,11295769600,13193183232
369,5.2337641716,7.871088,1040.771,3468972032,11295769600,13193183232
370,5.9333672523,7.441991,1100.781,3468972032,11295769600,13193183232
371,5.6365442276,7.547424,1085.403,3468972032,11295769600,13193183232
372,5.4173169136,7.498112,1092.542,3468972032,11295769600,13193183232
373,5.3647785187,7.519223,1089.474,3468972032,11295769600,13193183232
374,5.5403118134,7.472307,1096.315,3468972032,11295769600,13193183232
375,5.5061931610,7.519171,1089.482,3468972032,11295769600,13193183232
376,5.5646257401,7.519534,1089.429,3468972032,11295769600,13193183232
377,5.2576875687,7.514336,1090.183,3468972032,11295769600,13193183232
378,5.2430686951,7.490751,1093.615,3468972032,11295769600,13193183232
379,5.1642045975,7.549919,1085.045,3468972032,11295769600,13193183232
380,5.4618201256,7.448527,1099.815,3468972032,11295769600,13193183232
381,5.4317941666,7.508959,1090.964,3468972032,11295769600,13193183232
382,5.1912651062,7.473783,1096.098,3468972032,11295769600,13193183232
383,5.6297159195,7.544452,1085.831,3468972032,11295769600,13193183232
384,5.5055847168,7.483296,1094.705,3468972032,11295769600,13193183232
385,5.4316072464,7.473258,1096.175,3468972032,11295769600,13193183232
386,5.3637809753,7.524318,1088.737,3468972032,11295769600,13193183232
387,5.2668876648,7.523923,1088.794,3468972032,11295769600,13193183232
388,5.1213359833,7.471189,1096.479,3468972032,11295769600,13193183232
389,5.5054326057,7.501664,1092.024,3468972032,11295769600,13193183232
390,5.7227840424,7.502396,1091.918,3468972032,11295769600,13193183232
391,5.5836701393,7.543736,1085.934,3468972032,11295769600,13193183232
392,5.5217409134,7.518107,1089.636,3468972032,11295769600,13193183232
393,5.1807088852,7.541003,1086.328,3468972032,11295769600,13193183232
394,5.3071985245,7.488593,1093.930,3468972032,11295769600,13193183232
395,5.2403736115,7.542148,1086.163,3468972032,11295769600,13193183232
396,5.4082565308,7.489248,1093.835,3468972032,11295769600,13193183232
397,5.3245763779,7.485004,1094.455,3468972032,11295769600,13193183232
398,5.1297502518,7.514216,1090.200,3468972032,11295769600,13193183232
399,5.1300492287,7.544722,1085.792,3468972032,11295769600,13193183232
400,5.4457445145,7.531466,1087.703,3468972032,11295769600,13193183232
401,5.1846914291,7.544966,1085.757,3468972032,11295769600,13193183232
402,5.2973761559,7.505462,1091.472,3468972032,11295769600,13193183232
403,5.1366300583,7.509047,1090.951,3468972032,11295769600,13193183232
404,5.2679738998,7.513480,1090.307,3468972032,11295769600,13193183232
405,5.1442728043,7.524752,1088.674,3468972032,11295769600,13193183232
406,5.0772724152,7.454389,1098.950,3468972032,11295769600,13193183232
